Place,Date_start,Date_end,Type_of_Exchange,Currency_From,Amount_From,Currency_To,Amount_To,Notes,Source
Curia,1334,,Manual,"Florence, florin of",1,"Vienne, sou of",22,89,439
Curia,1335,,Manual,"Florence, florin of",1,"Vienne, sou of",22,89,440
Curia,1336,1356,Manual,"Florence, florin of",1,"Vienne, sou of",22,89,439
Curia,1337,,Manual,"Florence, florin of",1,"Vienne, sou of",22,89,440
Curia,1340.06.03,,Manual,"Florence, florin of",1,"Vienne, sou of",22,89,440
Lyons,1347.08,,Accounting,"Florence, florin of",1,"Vienne, sou of",29,89,192
Avignon,1349.01,,Manual,"Florence, florin of",1,"Vienne, sou of",24,89,439
Montbrison,1351.11,,Commercial,"Florence, florin of",1,"Vienne, sou of",37.08,89,193
Curia,1363.11.25,,Manual,"Florence, florin of",1,"Vienne, sou of",22,89,441
Curia,1375.04.21,,Manual,"Florence, florin of",1,"Vienne, sou of",22,89,441
Piedmont,1384,,Commercial (recalculated),"Florence, florin of",1,"Vienne, sou of",36.56,89,461
Marseilles,1257.09.22,,Commercial,"Vienne, livre of",1,"Provence, royal coronat, sou of",20,88,43
Marseilles,1264,,Commercial,"Vienne, livre of",1,"Provence, tournois, sou of",17.17,88,43
Piedmont,1301,,Accounting,"Vienne, livre of",1,"Geneva, sou of",15,88,110
Dijon,1422,1422,Accounting,"Vienne, livre of",1,"France, tournois, sou of",20.83,88,516
Romans,1430.07.29,,Official,"Vienne, livre of",1,"Dauphin?, sou of",40,88,430
Romans,1430.07.29,,Official,"Vienne, livre of",1,"Papacy, sou of",40,88,430
Curia,1346.01.31,,Commercial,"Dauphin?, florin (parvi ponderis) of",1,"France, tournois, sou of",16.5,90,347
Auvergne,1356.08.22,,Accounting,"Dauphin?, florin (parvi ponderis) of",1,"France, tournois, sou of",17,90,53
Lyons,1358,1369,Accounting,"Dauphin?, florin (parvi ponderis) of",1,"Vienne, sou of",24,90,192
Fribourg,1426,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",13,91,354
Fribourg,1427,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",13,91,354
Fribourg,1429.07,1429.12,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",12,91,354
Fribourg,1431.07,1431.12,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",11.5,91,354
Fribourg,1433,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",11.5,91,354
Fribourg,1437,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",12,91,354
Fribourg,1440,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",12.5,91,354
Fribourg,1442.01,1442.06,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",12,91,354
Fribourg,1442.07,1442.12,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",13,91,354
Fribourg,1446,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",12,91,354
Fribourg,1450,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",13,91,354
Fribourg,1451,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",12,91,354
Fribourg,1452,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",12.5,91,354
Fribourg,1454,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",12,91,354
Fribourg,1455,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",12,91,354
Fribourg,1456,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",12,91,354
Fribourg,1459.07,1459.12,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",14,91,354
Fribourg,1460,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Fribourg,1461,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Fribourg,1462,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Fribourg,1465,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Fribourg,1466,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Fribourg,1467,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Fribourg,1469,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Fribourg,1471,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Fribourg,1472,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Fribourg,1474,,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Fribourg,1475.01,1475.06,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Fribourg,1475.07,1475.12,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",16.5,91,354
Fribourg,1476.01,1476.06,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Fribourg,1476.07,1476.12,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Fribourg,1477.01,1477.06,Accounting,"Savoy, gros of",1,"Fribourg, lausannois petit, denier of",15,91,354
Geneva,1450.07,1450.12,Accounting,"Savoy, ducat of",1,"Savoy, gros of",22,92,354
Geneva,1451.07,1451.12,Accounting,"Savoy, ducat of",1,"Savoy, gros of",23,92,354
Geneva,1451.07,1451.12,Accounting,"Savoy, ducat of",1,"Savoy, gros of",22.5,92,354
Geneva,1452.10.28,1453.01.06,Accounting,"Savoy, ducat of",1,"Savoy, gros of",23,92,354
Geneva,1453.08.01,1453.10.27,Accounting,"Savoy, ducat of",1,"Savoy, gros of",23.5,92,354
Geneva,1453.10.28,1454.01.05,Accounting,"Savoy, ducat of",1,"Savoy, gros of",25,92,354
Geneva,1454.01,1454.06,Accounting,"Savoy, ducat of",1,"Savoy, gros of",26,92,354
Geneva,1454.01.06,,Accounting,"Savoy, ducat of",1,"Savoy, gros of",25.5,92,354
Geneva,1455.07,1455.12,Accounting,"Savoy, ducat of",1,"Savoy, gros of",25,92,354
Geneva,1458.07,1458.12,Accounting,"Savoy, ducat of",1,"Savoy, gros of",26,92,354
Geneva,1473.07,1473.12,Accounting,"Savoy, ducat of",1,"Savoy, gros of",27,92,354
Geneva,1474.02,,Accounting,"Savoy, ducat of",1,"Savoy, gros of",28,92,354
Geneva,1475.01,1475.06,Accounting,"Savoy, ducat of",1,"Savoy, gros of",30,92,354
Geneva,1449.01,1449.06,Accounting,"Venice, ducat of",1,"Savoy, gros of",22,92,354
Fribourg,1433.04.12,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",33,92,354
Fribourg,1433.07,1433.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",34.25,92,354
Fribourg,1434.03.28,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",35.02,92,354
Fribourg,1437.03.31,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",36,92,354
Fribourg,1437.07,1437.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",36,92,354
Fribourg,1438.03.06,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",35,92,354
Fribourg,1438.07,1438.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",36,92,354
Fribourg,1440.01,1440.06,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",36,92,354
Fribourg,1440.11.03,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",36,92,354
Fribourg,1441.04.16,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",36.5,92,354
Fribourg,1441.07,1441.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",36,92,354
Fribourg,1442.04.01,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",34.75,92,354
Fribourg,1443.07,1443.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",36,92,354
Fribourg,1444.04.12,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",36.33,92,354
Fribourg,1445.03.28,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",36.67,92,354
Fribourg,1446.04.17,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",37,92,354
Fribourg,1447.04.09,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",36,92,354
Fribourg,1450.07,1450.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",37.67,92,354
Fribourg,1451.07,1451.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",38.58,92,354
Fribourg,1452.10.28,1453.01.06,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",38.33,92,354
Fribourg,1453.01,1453.06,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",38.33,92,354
Fribourg,1453.07,1453.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",38.33,92,354
Fribourg,1453.08.01,1453.10.27,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",39.17,92,354
Fribourg,1453.10.28,1454.01.05,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",41.67,92,210
Fribourg,1454.01,1454.06,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",43.33,92,354
Fribourg,1454.01.06,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",42.5,92,210
Fribourg,1454.07,1454.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",40,92,354
Fribourg,1455.07,1455.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",41.67,92,354
Fribourg,1456.01,1456.06,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",42.33,92,354
Fribourg,1458.05,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",43.33,92,354
Fribourg,1458.07.12,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",43.33,92,354
Fribourg,1464.07,1464.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1466.01,1466.06,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1466.07,1466.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1467.01,1467.06,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1467.07,1467.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1468.01,1468.06,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1468.10,1468.11,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1469.07,1469.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1470.01,1470.06,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1471.07,1471.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1472.04,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1472.07,1472.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1473.01,1473.06,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1473.07,1473.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",45,92,354
Fribourg,1474.02,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",46.67,92,354
Fribourg,1474.07,1474.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",50,92,354
Fribourg,1475.01,1475.06,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",50,92,354
Fribourg,1475.07,1475.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",50,92,354
Fribourg,1476.01,1476.06,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",50,92,354
Fribourg,1477.07,1477.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",53.33,92,354
Fribourg,1478.08,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",53.33,92,354
Fribourg,1479.07,1479.12,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",53.33,92,354
Fribourg,1481.02,,Accounting,"Savoy, ducat of",1,"Fribourg, lausannois petit, sol of",53.33,92,354
Curia,1318,,Bill of exchange,"Florence, florin of",1,"Geneva, sou of",12,93,439
Curia,1318,,Bill of exchange,"Florence, florin of",1,"Geneva, sou of",13,93,439
Geneva,1371,,Bill of exchange,"Florence, florin of",1,"Geneva, sou of",12,93,270
Fribourg,1379.10.22,1390.05.12,Bill of exchange,"Florence, florin of",1,"Geneva, sou of",12,93,4
Geneva,1464.01.06,,Accounting,"Florence, florin of",1,"Savoy, gros of",27,93,354
Geneva,1466.01.06,,Accounting,"Florence, florin of",1,"Savoy, gros of",27,93,354
Milan-Geneva,1444.05.21,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Milan, lira imperiale of",224,94,81
Milan-Geneva,1453.08.25,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Milan, lira imperiale of",206,94,81
Milan-Geneva,1453.11.26,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Milan, lira imperiale of",224.5,94,81
Milan-Geneva,1454.05.21,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Milan, lira imperiale of",224,94,81
Milan-Geneva,1455.11.28,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Aquileia, lira of",246,94,81
Milan-Geneva,1456.11.19,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Milan, lira imperiale of",240,94,81
Milan-Geneva,1457.08.23,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Milan, lira imperiale of",244,94,81
Milan-Geneva,1458.02.01,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Milan, lira imperiale of",240,94,81
Milan-Geneva,1458.04.29,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Milan, lira imperiale of",241,94,81
Milan-Geneva,1458.08.22,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Milan, lira imperiale of",243,94,81
Milan-Geneva,1458.11.27,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Milan, lira imperiale of",240,94,81
Milan-Geneva,1459.02.01,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Milan, lira imperiale of",240,94,81
Milan-Geneva,1459.04.25,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Milan, lira imperiale of",243,94,81
Milan-Geneva,1459.08.24,,Bill of exchange,"Geneva, mark of ?cus (at 64 to the marc) of",1,"Milan, lira imperiale of",247,94,81
Geneva,1463,1467,Manual,"Geneva, ?cu of",1,"Geneva, sou of",25,95,54
Geneva,1468,,Manual,"Geneva, ?cu of",1,"Geneva, sou of",26,95,54
Geneva,1469,1477,Manual,"Geneva, ?cu of",1,"Geneva, sou of",28,95,54
Geneva,1478,1483,Manual,"Geneva, ?cu of",1,"Geneva, sou of",30,95,54
Geneva,1484,,Manual,"Geneva, ?cu of",1,"Geneva, sou of",31,95,54
Geneva,1485,,Manual,"Geneva, ?cu of",1,"Geneva, sou of",32,95,54
Geneva,1486,1488,Manual,"Geneva, ?cu of",1,"Geneva, sou of",36,95,54
Geneva,1489,1497,Manual,"Geneva, ?cu of",1,"Geneva, sou of",38,95,54
Lausanne,1316,,Commercial,"Florence, florin of",1,"Lausanne, sou of",12,96,355
Yverdon,1318.09.01,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",12.67,96,309
Chillon,1344,,Recalculated,"Florence, florin of",1,"Lausanne, sou of",15.17,96,461
Fribourg,1356.02.05,1356.02.20,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",13.5,96,4
Fribourg,1356.03.10,1356.03.11,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",13.5,96,4
Lausanne,1368,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",14,96,270
Fribourg,1372.09.23,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",13.5,96,4
Fribourg,1373.05.09,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",12.25,96,4
Fribourg,1384.01.28,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",14,96,4
Fribourg,1384.05.12,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",14,96,4
Fribourg,1385.04.30,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",14,96,4
Fribourg,1386.03.12,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",14,96,4
Fribourg,1390.02.02,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",15,96,4
Fribourg,1390.08.09,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",16,96,4
Fribourg,1390.10.05,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",15,96,4
Fribourg,1391.05.06,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",15,96,4
Fribourg,1391.09.14,1392.05.20,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",15,96,4
Fribourg,1392.07.26,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",16,96,4
Fribourg,1392.11.09,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",15,96,4
Fribourg,1393.09.03,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",16,96,4
Fribourg,1394.06.28,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",14,96,4
Fribourg,1394.06.30,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",15,96,4
Fribourg,1394.09.05,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",14,96,4
Fribourg,1394.10.07,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",16,96,4
Fribourg,1394.10.08,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",15,96,4
Fribourg,1395.05.05,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",16,96,4
Fribourg,1395.09.20,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",15,96,4
Fribourg,1395.11.12,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",16,96,4
Fribourg,1396.09.02,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",14,96,4
Fribourg,1397,,Recalculated,"Florence, florin of",1,"Lausanne, sou of",15,96,461
Fribourg,1397.08.05,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",15,96,4
Fribourg,1397.09.15,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",16,96,4
Fribourg,1397.10.13,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",15,96,4
Fribourg,1398.01.18,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",16,96,4
Fribourg,1398.03.15,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",15,96,4
Fribourg,1398.08.28,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",15,96,4
Fribourg,1399.07.08,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",16,96,4
Fribourg,1400.05.05,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",17,96,4
Fribourg,1400.05.22,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",18.5,96,4
Fribourg,1400.08.13,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",17,96,4
Fribourg,1400.10.12,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",17,96,4
Fribourg,1402.03.02,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",18,96,4
Fribourg,1402.04.10,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",16,96,4
Fribourg,1404,1405,Accounting,"Florence, florin of",1,"Lausanne, sou of",18,96,352
Fribourg,1405.12.15,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",18,96,4
Fribourg,1406,,Accounting,"Florence, florin of",1,"Lausanne, sou of",15,96,352
Fribourg,1406.08.19,,Bill of exchange,"Florence, florin of",1,"Lausanne, sou of",18,96,4
Fribourg,1407,,Accounting,"Florence, florin of",1,"Lausanne, sou of",15,96,352
Fribourg,1407,1410,Accounting,"Florence, florin of",1,"Lausanne, sou of",18,96,352
Fribourg,1411,,Accounting,"Florence, florin of",1,"Lausanne, sou of",17.5,96,352
Fribourg,1412,,Accounting,"Florence, florin of",1,"Lausanne, sou of",14,96,352
Fribourg,1415,,Accounting,"Florence, florin of",1,"Lausanne, sou of",14,96,352
Fribourg,1415,,Accounting,"Florence, florin of",1,"Lausanne, sou of",18,96,352
Fribourg,1416,,Accounting,"Florence, florin of",1,"Lausanne, sou of",17.25,96,352
Fribourg,1417,,Accounting,"Florence, florin of",1,"Lausanne, sou of",17.5,96,352
Fribourg,1422.07,1422.12,Accounting,"Florence, florin of",1,"Fribourg, lausannois petit, sol of",29.67,97,354
Fribourg,1428.01,1428.06,Accounting,"Florence, florin of",1,"Fribourg, lausannois petit, sol of",36,97,354
Fribourg,1429.01,1429.06,Accounting,"Florence, florin of",1,"Fribourg, lausannois petit, sol of",33,97,354
